#,"
gwrn5w7i6qjx38artfbgwrnypac1rjgt,"Bell Pepper,Bananas,Eggs,Tomatoes,Strawberries,Lettuce,Mushrooms,Cucumber,Apples,Noodles in Plastic Bag,Joghurt Cup,Frozen Spinach,Cheese ,Onions,1.5L Plastic Water Bottle,Canned Peas,Canned Beans,Energy drink can,Canned Corn,Glass Beer Bottle",completed,2025-01-27 11:08:17,,2025-01-27 11:09:44,349975df21,
mbbdqxjof53ae9kmbbdqle6p41eixptf,"Strawberries,Eggs,Bananas,Lettuce,Tomatoes,Apples,Mushrooms,Joghurt Cup,Bell Pepper,Noodles in Plastic Bag,Cheese ,Frozen Spinach,Onions,Cucumber,Canned Corn,1.5L Plastic Water Bottle,Glass Beer Bottle,Canned Peas,Canned Beans,Energy drink can",completed,2025-01-27 10:59:21,,2025-01-27 11:01:02,349975df21,
ioofgjyd6m01fzbioofueqka1ne7ttx3,"Eggs,Joghurt Cup,Strawberries,Tomatoes,Lettuce,Bananas,Mushrooms,Bell Pepper,Cucumber,Apples,Onions,Cheese ,Noodles in Plastic Bag,1.5L Plastic Water Bottle,Energy drink can,Frozen Spinach,Glass Beer Bottle,Canned Beans,Canned Peas,Canned Corn",completed,2025-01-27 10:53:56,,2025-01-27 10:59:38,9214e01de0,
tori85fd3ovyqu3vxzcltori85f03xdg,"Strawberries,Mushrooms,Joghurt Cup,Bell Pepper,Tomatoes,Eggs,Bananas,Cheese ,Noodles in Plastic Bag,Glass Beer Bottle,Cucumber,Frozen Spinach,Lettuce,Apples,Onions,Canned Corn,1.5L Plastic Water Bottle,Energy drink can,Canned Beans,Canned Peas",completed,2025-01-27 10:43:00,,2025-01-27 10:49:06,fc55a6d906,
so9guu9upsa59i1so9pn02ezwo7h98tj,"Joghurt Cup,Eggs,Tomatoes,Strawberries,Lettuce,Onions,Bananas,Mushrooms,Bell Pepper,Cheese ,Noodles in Plastic Bag,Frozen Spinach,Cucumber,Apples,Energy drink can,Glass Beer Bottle,Canned Corn,Canned Peas,Canned Beans,1.5L Plastic Water Bottle",completed,2025-01-27 10:42:53,,2025-01-27 10:46:17,349975df21,
g2pg3throy63uj4pj5z9g2pg3tisstco,"Joghurt Cup,Bananas,Strawberries,Tomatoes,Mushrooms,Lettuce,Bell Pepper,Cucumber,Eggs,Apples,Onions,Cheese ,Frozen Spinach,Noodles in Plastic Bag,Canned Corn,Canned Peas,Canned Beans,Energy drink can,Glass Beer Bottle,1.5L Plastic Water Bottle",completed,2025-01-27 10:39:13,,2025-01-27 10:45:19,d055937171,
lfu8odh1yqzazjk4i24rf9lfu8odu821,"Eggs,Joghurt Cup,Strawberries,Bananas,Tomatoes,Mushrooms,Bell Pepper,Lettuce,Cheese ,Cucumber,Apples,Noodles in Plastic Bag,Frozen Spinach,Onions,Glass Beer Bottle,Canned Corn,Energy drink can,1.5L Plastic Water Bottle,Canned Beans,Canned Peas",completed,2025-01-27 10:38:34,,2025-01-27 10:41:26,349975df21,
gko0dvb1gwdszoyjosa20lfo5gko0dvn,"Strawberries,Eggs,Joghurt Cup,Lettuce,Mushrooms,Bell Pepper,Tomatoes,Apples,Cucumber,Bananas,Cheese ,Onions,Frozen Spinach,Noodles in Plastic Bag,Glass Beer Bottle,1.5L Plastic Water Bottle,Energy drink can,Canned Peas,Canned Corn,Canned Beans",completed,2025-01-27 10:33:32,,2025-01-27 10:35:36,349975df21,
ejt0ws4csd1nejt0g6k25ar4t3pctjey,"Strawberries,Lettuce,Tomatoes,Joghurt Cup,Eggs,Bananas,Cucumber,Mushrooms,Bell Pepper,Apples,Noodles in Plastic Bag,Onions,Cheese ,Frozen Spinach,Energy drink can,1.5L Plastic Water Bottle,Canned Corn,Canned Peas,Canned Beans,Glass Beer Bottle",completed,2025-01-27 10:30:24,,2025-01-27 10:34:00,17c5b27b71,
acyrgmvz84xysacyrg2q2t7g6j80mlyi,"Bananas,Mushrooms,Tomatoes,Bell Pepper,Cucumber,Lettuce,Onions,Apples,Eggs,1.5L Plastic Water Bottle,Cheese ,Canned Peas,Canned Corn,Canned Beans,Noodles in Plastic Bag,Frozen Spinach,Joghurt Cup,Strawberries,Glass Beer Bottle,Energy drink can",completed,2025-01-25 09:24:13,,2025-01-25 09:26:33,fef799af00,
v0gbcby5w1v4cmhgdk0v0gbcxyadfpqc,"Noodles in Plastic Bag,Joghurt Cup,Tomatoes,Eggs,Strawberries,Energy drink can,Lettuce,Bell Pepper,Mushrooms,Cheese ,Apples,Frozen Spinach,Onions,Cucumber,Bananas,Glass Beer Bottle,1.5L Plastic Water Bottle,Canned Peas,Canned Corn,Canned Beans",completed,2025-01-25 09:14:01,,2025-01-25 09:18:09,663123ab3b,
p5y8zj3wtfb9trocsk9p5y8zamkr6jwy,"Eggs,Tomatoes,Bananas,Mushrooms,Noodles in Plastic Bag,Bell Pepper,Cheese ,Lettuce,Cucumber,Strawberries,Glass Beer Bottle,Joghurt Cup,Frozen Spinach,Energy drink can,Apples,Onions,Canned Peas,Canned Beans,Canned Corn,1.5L Plastic Water Bottle",completed,2025-01-25 09:02:21,,2025-01-25 09:03:49,b439c7285b,
lzoyu5blh7arug6i9494lzoyuqfl5mo0,"Eggs,Strawberries,Tomatoes,Cheese ,Joghurt Cup,Bananas,Bell Pepper,Mushrooms,Lettuce,Glass Beer Bottle,Canned Corn,Frozen Spinach,Apples,Cucumber,Onions,Canned Peas,Canned Beans,Energy drink can,1.5L Plastic Water Bottle,Noodles in Plastic Bag",completed,2025-01-24 17:39:45,,2025-01-24 17:42:01,9ef48242a2,
0i0fffb20c18wzvpgxss0i03i2urnz6u,"Lettuce,Strawberries,Tomatoes,Bananas,Bell Pepper,Joghurt Cup,Mushrooms,Eggs,Noodles in Plastic Bag,Cheese ,Cucumber,Apples,Frozen Spinach,Onions,Energy drink can,Canned Beans,Canned Peas,Canned Corn,Glass Beer Bottle,1.5L Plastic Water Bottle",completed,2025-01-24 16:46:16,,2025-01-24 16:48:59,d423b66669,
